Date,00:00,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
2016-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,1,,2,4,3,3,,1,,,,,,,,
2016-01-02,0.0,0.0,0.0,0.0,0.0,0.0,,,,1,2,3,1,1,1,2,,,,,,,,
2016-01-03,0.0,0.0,0.0,0.0,0.0,0.0,,,1,2,3,,,,,,,,,,,,,
2016-01-04,0.0,0.0,0.0,0.0,0.0,0.0,,1,1,1,,1,,,,2,2,2,,,,,,
2016-01-05,0.0,0.0,0.0,0.0,0.0,0.0,,,4,,,1,,,,,1,,,,,,,
2016-01-06,0.0,0.0,0.0,0.0,0.0,0.0,,,1,,,,2,2,1,,2,,,,,,,
2016-01-07,0.0,0.0,0.0,0.0,0.0,0.0,,,2,,,,,,,,1,1,,,,,,
2016-01-08,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1,,1,,,,1,,,1,,,,
2016-01-09,0.0,0.0,0.0,0.0,0.0,0.0,,,,1,1,,,3,,2,,,,,,,,
2016-01-10,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2,2,5,14,2,,1,,,,,,,
2016-01-11,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,2,2,,,,,1,,,,,
2016-01-12,0.0,0.0,0.0,0.0,0.0,0.0,,1,,1,,1,,,1,1,1,,,1,1,,,
2016-01-13,0.0,0.0,0.0,0.0,0.0,0.0,,,1,,1,1,,3,,1,3,,,,,,,
2016-01-14,0.0,0.0,0.0,0.0,0.0,0.0,,,4,2,,,,,,1,1,2,,,,,,
2016-01-15,0.0,0.0,0.0,0.0,0.0,0.0,1,,9,2,2,2,11,2,4,6,4,1,,2,,,,
2016-01-16,0.0,0.0,0.0,0.0,0.0,0.0,,,1,4,2,1,2,6,11,2,2,,1,,,,,
2016-01-17,0.0,0.0,0.0,0.0,0.0,0.0,,,,2,,10,6,4,9,2,3,,,,,,,
2016-01-18,0.0,0.0,0.0,0.0,0.0,0.0,1,2,15,9,2,2,1,3,3,9,11,2,2,1,,,,
2016-01-19,0.0,0.0,0.0,0.0,0.0,0.0,1,10,29,9,4,3,5,2,7,3,8,3,1,,1,,,
2016-01-20,0.0,0.0,0.0,0.0,0.0,0.0,1,6,26,5,2,4,4,6,2,3,15,3,2,,,,,
