Date,00:00,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
2016-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,1,,2,1,3,3,2,5,,,,,,,,
2016-01-02,0.0,0.0,0.0,0.0,0.0,0.0,,,,3,2,5,1,1,2,,,,,,,,,
2016-01-03,0.0,0.0,0.0,0.0,0.0,0.0,,,3,2,3,1,,,,,,,,,,,,
2016-01-04,0.0,0.0,0.0,0.0,0.0,0.0,,,2,1,,1,,,,1,2,2,,,,,,
2016-01-05,0.0,0.0,0.0,0.0,0.0,0.0,,2,3,,,1,,,,,1,,,,,,,
2016-01-06,0.0,0.0,0.0,0.0,0.0,0.0,,,1,,,,2,2,1,,2,,,,,,,
2016-01-07,0.0,0.0,0.0,0.0,0.0,0.0,,,2,,,,,,,,1,1,,,,,,
2016-01-08,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1,,1,,,,1,,,1,,,,
2016-01-09,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2,,,4,1,1,,,,,,,,
2016-01-10,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1,2,7,7,2,,1,,,,,,,
2016-01-11,0.0,0.0,0.0,0.0,0.0,0.0,,,1,,,1,2,,,,,,1,,,,,
2016-01-12,0.0,0.0,0.0,0.0,0.0,0.0,,1,,1,,,,,1,1,1,,,1,,1,,
2016-01-13,0.0,0.0,0.0,0.0,0.0,0.0,,,2,,1,1,2,4,1,,2,3,,,,,,
2016-01-14,0.0,0.0,0.0,0.0,0.0,0.0,,,2,2,,2,1,,,,3,2,1,,,2,,1
2016-01-15,0.0,0.0,0.0,0.0,0.0,0.0,1,,6,2,4,5,3,4,5,2,7,7,,,,,,
2016-01-16,0.0,0.0,0.0,0.0,0.0,0.0,,,1,,3,15,5,8,8,8,2,1,,,,1,,
2016-01-17,0.0,0.0,0.0,0.0,0.0,0.0,,,,6,7,3,17,6,8,3,2,,,,,,1,
2016-01-18,0.0,0.0,0.0,0.0,0.0,0.0,1,1,13,4,8,5,2,2,6,7,11,19,6,2,,,,
2016-01-19,0.0,0.0,0.0,0.0,0.0,0.0,1,2,6,9,5,2,8,10,7,5,13,13,3,2,1,,,
2016-01-20,0.0,0.0,0.0,0.0,0.0,0.0,1,1,13,6,4,7,5,5,8,8,16,10,2,4,,,,
2016-01-21,0.0,0.0,0.0,0.0,0.0,0.0,1,1,13,3,2,2,5,6,2,6,5,4,6,,1,,,
2016-01-22,0.0,0.0,0.0,0.0,0.0,0.0,2,2,10,,1,2,3,,3,4,10,8,4,,,,,1
2016-01-23,0.3,0.3,0.3,0.3,0.3,0.3,,,6,2,7,7,9,10,11,10,3,1,,,,,,
2016-01-24,0.2,0.2,0.2,0.2,0.2,0.2,,,,5,11,9,9,8,13,11,8,1,1,,,,,
2016-01-25,0.0,0.0,0.0,0.0,0.0,0.0,2,4,10,7,7,5,4,10,8,8,14,11,3,2,,,,
2016-01-26,0.0,0.0,0.0,0.0,0.0,0.0,2,2,9,4,,1,7,3,5,7,8,13,7,3,,,,
2016-01-27,0.0,0.0,0.0,0.0,0.0,0.0,2,3,9,4,1,3,1,8,4,3,13,3,4,1,,,,
2016-01-28,0.0,0.0,0.0,0.0,0.0,0.0,,4,5,3,1,1,2,,3,2,,,,,,,,
2016-01-29,0.0,0.0,0.0,0.0,0.0,0.0,,,1,,,,2,,,1,1,,1,,,,,
2016-01-30,0.0,0.0,0.0,0.0,0.0,0.0,,,,5,4,3,,2,3,,,3,,,,,,
2016-01-31,0.2,0.2,0.2,0.2,0.2,0.2,,,,5,4,3,1,1,6,5,3,1,,,1,,,
2016-02-01,0.0,0.0,0.0,0.0,0.0,0.0,1,2,10,7,6,,1,,2,3,12,9,3,,1,,,
2016-02-02,0.0,0.0,0.0,0.0,0.0,0.0,1,,6,5,1,,3,7,4,6,14,11,,4,,,,
2016-02-03,0.0,0.0,0.0,0.0,0.0,0.0,1,4,13,8,3,3,2,5,13,10,15,11,5,2,,,,
2016-02-04,0.0,0.0,0.0,0.0,0.0,0.0,,6,15,7,4,4,5,5,12,8,13,16,5,5,1,,,
2016-02-05,0.0,0.0,0.0,0.0,0.0,0.0,2,5,14,8,9,6,5,7,9,13,14,10,8,1,1,,,1
2016-02-06,0.0,0.0,0.0,0.0,0.0,0.0,1,2,1,1,2,2,2,1,,,4,1,1,,,,2,
2016-02-07,0.0,0.0,0.0,0.0,0.0,0.0,,1,2,4,11,16,13,5,6,10,2,,,,,,,
2016-02-08,0.0,0.0,0.0,0.0,0.0,0.0,,5,5,4,2,1,,,4,4,9,16,6,2,,,,
2016-02-09,0.0,0.0,0.0,0.0,0.0,0.0,1,7,7,8,2,5,6,3,1,2,5,4,,,,,,
2016-02-10,0.0,0.0,0.0,0.0,0.0,0.0,,2,13,3,2,4,5,2,4,1,4,,1,1,,,,
2016-02-11,0.0,0.0,0.0,0.0,0.0,0.0,1,1,6,4,2,1,5,6,7,9,13,10,5,1,1,1,,
2016-02-12,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2,3,2,,4,4,2,9,7,6,6,1,3,,,
2016-02-13,0.0,0.0,0.0,0.0,0.0,0.0,,,3,1,5,7,11,9,11,3,3,2,2,,,,,
2016-02-14,0.0,0.0,0.0,0.0,0.0,0.0,,1,,8,13,7,13,12,12,3,1,2,1,1,,,,
2016-02-15,0.0,0.0,0.0,0.0,0.0,0.0,1,,1,1,,1,1,3,,4,12,12,3,,,1,,
2016-02-16,0.0,0.0,0.0,0.0,0.0,0.0,1,,5,4,3,3,4,7,1,5,18,15,5,1,1,2,1,
2016-02-17,0.0,0.0,0.0,0.0,0.0,0.0,1,1,4,7,1,2,2,,2,6,2,5,1,1,,1,,
2016-02-18,0.0,0.0,0.0,0.0,0.0,0.0,1,2,5,2,9,6,3,4,8,10,19,11,6,2,,,,
2016-02-19,0.0,0.0,0.0,0.0,0.0,0.0,1,1,4,6,5,1,3,3,8,5,4,6,5,,1,,,
2016-02-20,0.0,0.0,0.0,0.0,0.0,0.0,,,,6,1,6,3,,3,2,5,2,1,2,,,,
2016-02-21,0.0,0.0,0.0,0.0,0.0,0.0,,,,1,3,2,2,2,8,3,3,1,,,,,,
2016-02-22,0.0,0.0,0.0,0.0,0.0,0.0,3,3,13,13,7,5,7,2,4,10,13,25,4,3,1,1,,
2016-02-23,0.0,0.0,0.0,0.0,0.0,0.0,1,7,18,10,7,4,10,15,16,19,20,27,6,4,2,1,1,
2016-02-24,0.0,0.0,0.0,0.0,0.0,0.0,1,6,16,7,7,6,8,14,17,11,15,21,6,1,,,,
2016-02-25,0.2,0.2,0.2,0.2,0.2,0.2,,4,22,16,4,2,10,9,13,7,18,22,4,3,4,,,
2016-02-26,0.2,0.2,0.2,0.2,0.2,0.2,2,2,15,2,20,1,6,5,11,12,16,20,8,3,,,,
2016-02-27,0.0,0.0,0.0,0.0,0.0,0.0,1,4,2,14,7,7,5,19,15,11,5,9,1,2,,,1,
2016-02-28,0.0,0.0,0.0,0.0,0.0,0.0,,,1,12,9,19,28,13,16,21,18,8,2,,1,,,1
2016-02-29,0.0,0.0,0.0,0.0,0.0,0.0,1,10,12,10,5,5,6,4,13,12,18,40,11,3,2,1,,
2016-03-01,0.0,0.0,0.0,0.0,0.0,0.0,2,4,11,12,1,3,6,4,3,9,13,27,10,6,,,2,
2016-03-02,0.0,0.0,0.0,0.0,0.0,0.0,2,2,16,4,,1,5,5,1,4,15,20,7,2,,,,
2016-03-03,0.0,0.0,0.0,0.0,0.0,0.0,1,5,18,6,8,9,7,9,9,10,19,23,11,,2,3,1,
2016-03-04,0.0,0.0,0.0,0.0,0.0,0.0,1,,11,3,3,2,1,1,5,2,9,12,5,4,,2,1,
2016-03-05,0.2,0.2,0.2,0.2,0.2,0.2,,,2,19,7,9,3,9,13,9,7,9,1,,,2,,
2016-03-06,0.0,0.0,0.0,0.0,0.0,0.0,,4,4,8,14,10,14,9,13,10,8,1,,,,,,
2016-03-07,0.0,0.0,0.0,0.0,0.0,0.0,1,4,11,6,4,5,4,6,13,11,22,37,10,2,2,,,1
2016-03-08,0.0,0.0,0.0,0.0,0.0,0.0,1,5,12,9,4,1,5,5,8,12,25,36,12,2,1,1,,
