Date,00:00,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
2008-06-27,130,51,23,13,15,27,68,149,597,1402,1825,3010,4367,7221,8939,5895,4847,4215,3158,1064,440,420,338,250
2008-06-28,262,196,78,55,21,25,62,66,154,597,1954,3932,6487,9421,10669,11328,9931,7325,3954,1020,394,376,311,234
2008-06-29,247,191,137,101,52,21,13,25,60,53,194,903,2255,3669,4265,4437,5354,4119,1472,397,175,113,81,67
2008-06-30,43,15,43,5,32,18,85,158,688,1498,1717,2603,3625,7701,9411,5750,5178,5749,5105,1466,364,230,153,91
2008-07-01,65,75,10,3,3,3,83,179,681,1658,1669,2479,2659,8030,9833,5852,5314,5569,4306,967,407,263,131,135
2008-07-02,89,25,14,12,22,54,96,127,756,1725,1544,2281,3411,6455,7930,4787,4896,3516,2944,956,427,298,179,122
2008-07-03,93,50,9,10,11,18,83,146,472,1166,1572,2474,3331,7448,8901,5206,4259,4398,4115,2079,598,308,335,128
2008-07-04,153,50,72,21,17,30,61,141,684,1672,1662,2493,3442,6995,9178,6629,6035,5692,3917,1414,513,384,298,249
2008-07-05,237,119,91,47,39,23,36,81,139,646,1755,3975,5987,6678,7117,8403,9094,9939,4990,1123,305,253,222,178
2008-07-06,250,141,90,64,71,21,8,31,40,63,173,770,2161,3291,3663,3671,4065,2681,912,292,127,93,63,75
2008-07-07,26,11,2,24,35,17,55,140,374,1156,1521,2276,3307,6239,7058,4228,3937,3679,2666,892,306,209,124,114
2008-07-08,57,21,25,21,4,17,84,157,719,1283,1545,2666,3761,7683,8778,5351,3830,3386,2856,1014,402,291,192,92
2008-07-09,116,37,28,27,3,37,66,72,458,1555,1552,2200,3432,7054,7866,4209,3652,3536,2703,1144,457,264,118,50
2008-07-10,69,77,23,52,0,18,86,144,709,1258,1666,2744,3582,6763,7768,5417,5054,4841,4083,1448,508,306,172,135
2008-07-11,166,83,102,26,8,15,117,217,536,1365,1951,3269,4130,6759,7469,4787,4050,3992,2972,954,421,293,223,238
2008-07-12,200,129,73,86,46,13,40,91,164,696,1772,3495,6517,8483,10668,12819,9591,9893,5216,1124,432,393,339,213
2008-07-13,195,150,94,73,41,11,24,22,80,94,202,712,2120,3555,4334,5344,5753,3773,1504,473,158,136,95,70
2008-07-14,41,15,11,34,25,22,63,143,468,1205,1643,2209,3721,7285,8065,4765,3626,3485,2586,833,326,225,175,53
2008-07-15,93,24,34,20,27,0,65,171,445,1368,1706,2730,3711,7295,8188,4443,4158,4198,4657,1361,413,292,249,132
2008-07-16,71,26,9,7,44,55,54,111,539,1726,1483,2331,3461,7162,8232,4838,4942,4812,4714,1291,399,291,174,128
