Date,00:00,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
2019-12-30,96,41,33,49,27,64,174,501,545,477,768,1117,1465,2038,1539,1523,1593,1334,1408,812,579,402,368,240
2019-12-31,244,216,219,620,286,78,117,461,487,403,674,890,1334,1906,1453,1460,1314,1093,816,584,499,713,912,947
2020-01-01,1149,1446,1500,1392,912,228,194,95,123,158,317,529,755,1078,916,909,811,624,379,281,242,180,139,123
2020-01-02,119,77,88,63,26,88,173,693,754,482,707,910,1550,1667,1267,1397,1465,1425,995,768,508,360,231,151
2020-01-03,317,268,330,387,47,112,178,663,682,608,701,874,1525,1980,1296,1265,1541,1482,1017,790,584,499,434,335
2020-01-04,268,254,249,245,113,53,49,162,232,393,520,875,1238,1397,1344,1320,1304,1060,1218,899,650,604,435,495
2020-01-05,473,648,382,246,122,57,84,134,119,233,341,558,726,822,915,993,782,850,464,369,278,217,219,111
2020-01-06,68,74,51,28,32,72,256,965,1112,780,759,979,1676,1666,1311,1304,1861,1799,1383,715,426,328,270,192
2020-01-07,141,186,301,448,264,105,223,1009,1043,777,753,914,1626,1456,1176,1306,1854,1717,1457,791,506,318,351,197
2020-01-08,241,57,54,14,82,109,237,946,1087,768,793,918,1631,1810,1213,1329,1747,1719,1489,889,574,414,286,272
2020-01-09,192,134,213,287,45,87,228,956,1127,782,880,936,1548,1409,1094,1235,1653,1607,1073,804,450,382,246,183
2020-01-10,99,84,35,19,61,84,218,881,1006,715,736,957,1787,1944,1287,1338,1882,1730,1130,974,698,595,461,621
2020-01-11,466,395,450,269,180,49,90,177,259,432,705,1001,1297,1634,1514,1415,1410,1323,1353,1064,775,526,689,695
2020-01-12,545,550,660,561,240,92,78,94,158,222,437,572,832,1079,1037,1083,999,967,644,470,375,286,248,143
2020-01-13,116,48,47,24,31,83,226,913,1051,761,836,989,1697,1558,1263,1065,1798,1721,1357,731,551,390,353,215
